time,lon,lat,tas
2023-01-01T00:00:00Z,3.749999999999989,50.150000000000006,14.539459
2023-01-01T01:00:00Z,3.749999999999989,50.150000000000006,14.433136
2023-01-01T02:00:00Z,3.749999999999989,50.150000000000006,14.340515
2023-01-01T03:00:00Z,3.749999999999989,50.150000000000006,14.1857605
2023-01-01T04:00:00Z,3.749999999999989,50.150000000000006,13.962921
2023-01-01T05:00:00Z,3.749999999999989,50.150000000000006,13.6285095
2023-01-01T06:00:00Z,3.749999999999989,50.150000000000006,13.122894
2023-01-01T07:00:00Z,3.749999999999989,50.150000000000006,11.957123
2023-01-01T08:00:00Z,3.749999999999989,50.150000000000006,11.876801
2023-01-01T09:00:00Z,3.749999999999989,50.150000000000006,11.922943
2023-01-01T10:00:00Z,3.749999999999989,50.150000000000006,12.102692
2023-01-01T11:00:00Z,3.749999999999989,50.150000000000006,12.539307
2023-01-01T12:00:00Z,3.749999999999989,50.150000000000006,12.786896
2023-01-01T13:00:00Z,3.749999999999989,50.150000000000006,12.656311
2023-01-01T14:00:00Z,3.749999999999989,50.150000000000006,12.025665
2023-01-01T15:00:00Z,3.749999999999989,50.150000000000006,11.310303
2023-01-01T16:00:00Z,3.749999999999989,50.150000000000006,11.03064
2023-01-01T17:00:00Z,3.749999999999989,50.150000000000006,10.895905
2023-01-01T18:00:00Z,3.749999999999989,50.150000000000006,10.89801
2023-01-01T19:00:00Z,3.749999999999989,50.150000000000006,11.06012
2023-01-01T20:00:00Z,3.749999999999989,50.150000000000006,11.7447815
2023-01-01T21:00:00Z,3.749999999999989,50.150000000000006,12.109283
2023-01-01T22:00:00Z,3.749999999999989,50.150000000000006,12.454285
2023-01-01T23:00:00Z,3.749999999999989,50.150000000000006,12.568481
2023-01-02T00:00:00Z,3.749999999999989,50.150000000000006,12.514221
2023-01-02T01:00:00Z,3.749999999999989,50.150000000000006,12.33963
2023-01-02T02:00:00Z,3.749999999999989,50.150000000000006,12.170013
2023-01-02T03:00:00Z,3.749999999999989,50.150000000000006,11.91684
2023-01-02T04:00:00Z,3.749999999999989,50.150000000000006,11.552032
2023-01-02T05:00:00Z,3.749999999999989,50.150000000000006,11.287811
2023-01-02T06:00:00Z,3.749999999999989,50.150000000000006,10.856476
2023-01-02T07:00:00Z,3.749999999999989,50.150000000000006,9.367279
2023-01-02T08:00:00Z,3.749999999999989,50.150000000000006,8.969147
2023-01-02T09:00:00Z,3.749999999999989,50.150000000000006,8.851105
2023-01-02T10:00:00Z,3.749999999999989,50.150000000000006,9.051971
2023-01-02T11:00:00Z,3.749999999999989,50.150000000000006,9.143829
2023-01-02T12:00:00Z,3.749999999999989,50.150000000000006,9.3414
2023-01-02T13:00:00Z,3.749999999999989,50.150000000000006,9.375763
2023-01-02T14:00:00Z,3.749999999999989,50.150000000000006,9.494476
2023-01-02T15:00:00Z,3.749999999999989,50.150000000000006,9.022858
2023-01-02T16:00:00Z,3.749999999999989,50.150000000000006,8.150085
2023-01-02T17:00:00Z,3.749999999999989,50.150000000000006,7.469269
2023-01-02T18:00:00Z,3.749999999999989,50.150000000000006,6.9764099999999996
2023-01-02T19:00:00Z,3.749999999999989,50.150000000000006,6.5408936
2023-01-02T20:00:00Z,3.749999999999989,50.150000000000006,6.0577393
2023-01-02T21:00:00Z,3.749999999999989,50.150000000000006,5.540924
2023-01-02T22:00:00Z,3.749999999999989,50.150000000000006,5.178528
2023-01-02T23:00:00Z,3.749999999999989,50.150000000000006,4.7622375
2023-01-03T00:00:00Z,3.749999999999989,50.150000000000006,4.3673096
2023-01-03T01:00:00Z,3.749999999999989,50.150000000000006,4.223572
2023-01-03T02:00:00Z,3.749999999999989,50.150000000000006,4.147278
2023-01-03T03:00:00Z,3.749999999999989,50.150000000000006,4.3852234
2023-01-03T04:00:00Z,3.749999999999989,50.150000000000006,4.506439
2023-01-03T05:00:00Z,3.749999999999989,50.150000000000006,4.5940857
2023-01-03T06:00:00Z,3.749999999999989,50.150000000000006,4.8000793
2023-01-03T07:00:00Z,3.749999999999989,50.150000000000006,4.757721
2023-01-03T08:00:00Z,3.749999999999989,50.150000000000006,4.9306335
2023-01-03T09:00:00Z,3.749999999999989,50.150000000000006,5.625061
2023-01-03T10:00:00Z,3.749999999999989,50.150000000000006,6.462433
2023-01-03T11:00:00Z,3.749999999999989,50.150000000000006,7.2071533
2023-01-03T12:00:00Z,3.749999999999989,50.150000000000006,8.045868
2023-01-03T13:00:00Z,3.749999999999989,50.150000000000006,8.958313
2023-01-03T14:00:00Z,3.749999999999989,50.150000000000006,9.326874
2023-01-03T15:00:00Z,3.749999999999989,50.150000000000006,9.07193
2023-01-03T16:00:00Z,3.749999999999989,50.150000000000006,8.554169
2023-01-03T17:00:00Z,3.749999999999989,50.150000000000006,8.476105
2023-01-03T18:00:00Z,3.749999999999989,50.150000000000006,8.547119
2023-01-03T19:00:00Z,3.749999999999989,50.150000000000006,8.31842
2023-01-03T20:00:00Z,3.749999999999989,50.150000000000006,8.501678
2023-01-03T21:00:00Z,3.749999999999989,50.150000000000006,8.613953
2023-01-03T22:00:00Z,3.749999999999989,50.150000000000006,8.630768
2023-01-03T23:00:00Z,3.749999999999989,50.150000000000006,8.362091
2023-01-04T00:00:00Z,3.749999999999989,50.150000000000006,8.417358
2023-01-04T01:00:00Z,3.749999999999989,50.150000000000006,8.56958
2023-01-04T02:00:00Z,3.749999999999989,50.150000000000006,8.760803
2023-01-04T03:00:00Z,3.749999999999989,50.150000000000006,8.938019
2023-01-04T04:00:00Z,3.749999999999989,50.150000000000006,9.180969
